2.75,0.72,1.74,5.28,4.21,-0.28,6.30
1.72,0.76,2.74,4.22,6.30,-0.27,5.27
1.74,-0.28,0.72,5.28,3.85,2.76,6.31
2.76,0.73,1.73,5.27,4.24,-0.29,6.30
1.73,0.76,2.75,4.22,6.30,-0.27,5.26
0.72,1.75,-0.28,2.81,4.22,6.30,5.26
6.30,3.98,0.72,2.91,5.27,-0.28,1.75
1.72,0.75,2.74,4.23,6.30,-0.28,5.27
-0.28,1.76,0.72,3.15,4.07,5.28,6.30
6.30,0.73,3.82,5.29,2.87,-0.28,1.77
6.30,1.80,0.72,4.04,5.28,-0.28,2.76
0.72,0.75,0.73,2.80,4.22,6.30,5.25
6.30,0.75,1.76,5.26,4.17,-0.28,2.77
-0.27,5.24,6.30,0.75,4.25,2.84,1.72
-0.28,0.77,6.27,3.16,4.22,5.22,1.79
2.75,0.77,1.74,4.21,6.30,-0.28,5.26
0.73,1.79,6.28,4.24,4.02,4.23,-0.27
0.73,1.74,-0.29,5.29,2.78,4.23,6.30
6.29,0.73,3.89,5.28,3.02,-0.28,1.79
6.30,1.77,0.72,4.24,5.25,-0.28,2.75
2.74,0.72,1.73,5.27,4.16,-0.28,6.31
1.72,0.75,2.74,4.22,6.30,-0.27,5.27
2.76,0.73,1.73,5.28,4.09,-0.28,6.30
1.72,0.75,2.76,4.22,6.30,-0.28,5.28
1.75,0.72,2.74,5.28,4.19,-0.28,6.31
2.78,0.72,1.73,5.29,4.03,-0.28,6.30
1.72,0.75,2.75,4.23,6.30,-0.28,5.27
2.73,0.73,1.73,4.27,5.27,-0.28,6.30
6.30,1.82,0.72,4.10,5.26,-0.28,2.75
6.30,1.81,0.72,4.07,5.28,-0.27,2.76
5.26,6.27,0.76,2.98,4.24,0.75,0.72
1.72,0.75,2.75,4.20,6.30,-0.28,5.28
6.30,0.77,1.73,4.20,5.24,-0.28,2.75
6.30,1.80,0.73,4.18,5.25,-0.28,2.74
0.72,0.73,0.73,2.83,5.26,6.30,4.26
0.72,1.78,-0.28,4.23,2.96,6.29,5.26
-0.29,2.82,0.74,3.84,6.30,1.78,5.28
6.30,3.95,0.74,2.92,5.26,-0.28,1.74
5.21,0.73,2.99,6.30,1.78,-0.28,4.06
0.73,6.30,-0.28,1.75,4.19,5.25,2.79
5.25,0.72,4.21,6.30,1.77,-0.29,2.84
1.73,0.72,3.04,4.25,6.29,-0.29,5.29
1.73,0.75,2.74,4.24,6.30,-0.28,5.27
6.30,1.77,0.73,4.18,5.28,-0.28,2.79
2.78,0.75,1.74,4.24,6.30,-0.28,5.23
5.26,0.73,3.89,6.30,1.76,-0.26,2.78
2.74,0.72,1.73,5.26,4.19,-0.28,6.31
6.29,1.80,0.72,4.12,5.28,-0.28,2.76
-0.29,1.76,0.72,2.83,4.18,6.30,5.27
6.30,1.77,0.74,4.20,5.25,-0.28,2.76
1.73,0.75,2.74,4.22,6.30,-0.27,5.27
1.73,0.76,2.75,4.22,6.30,-0.27,5.26
-0.28,1.78,0.72,2.82,4.09,6.30,5.27
6.28,0.72,2.97,5.29,1.94,-0.29,3.90
4.22,1.81,0.76,4.19,6.28,-0.28,4.13
0.72,0.74,0.73,2.82,4.24,6.30,5.26
2.76,0.72,1.73,5.28,4.06,-0.28,6.31
1.73,0.72,2.95,4.26,5.27,-0.29,6.30
1.72,0.75,2.74,4.23,6.30,-0.28,5.27
-0.28,2.95,0.75,5.26,1.81,6.28,4.13
1.72,0.75,2.75,4.22,6.30,-0.28,5.28
1.73,0.76,2.74,4.22,6.30,-0.27,5.26
6.30,1.83,0.73,4.13,5.26,-0.28,2.74
1.73,0.75,2.75,4.24,6.30,-0.28,5.27
6.30,0.73,4.06,5.27,3.17,-0.29,1.76
1.74,0.72,2.73,5.27,4.21,-0.28,6.31
0.73,-0.28,1.73,5.29,2.77,4.18,6.29
1.73,-0.27,1.75,4.25,5.24,1.74,6.30
5.26,1.78,0.73,4.23,6.29,-0.28,2.90
2.96,0.71,4.17,6.30,1.77,-0.29,5.26
0.71,2.82,1.74,3.94,6.31,-0.27,5.27
1.72,0.74,2.77,4.21,6.30,-0.29,5.28
4.10,0.72,2.76,6.30,1.77,-0.28,5.28
6.30,1.82,0.73,4.12,5.26,-0.28,2.74
1.73,0.76,2.75,4.22,6.30,-0.27,5.27
6.30,2.85,0.72,4.03,5.27,-0.27,1.75
-0.28,0.75,1.75,3.23,3.92,6.29,5.25
6.30,2.89,0.72,4.17,5.25,-0.28,1.75
5.26,0.72,3.00,6.30,1.75,-0.29,4.19
6.30,0.72,3.85,5.29,2.90,-0.29,1.77
-0.27,0.74,2.92,6.29,1.78,5.26,3.94
4.03,-0.28,4.13,6.30,1.76,0.75,4.10
3.16,0.75,1.74,5.26,6.29,-0.29,4.22
1.74,0.73,2.77,4.25,5.26,-0.29,6.30
-0.27,3.05,4.21,4.21,3.09,6.27,0.74
