0.77,6.27,4.14,4.23,4.17,1.89,-0.28
6.29,5.24,0.72,2.96,4.27,-0.27,1.77
-0.27,6.30,0.72,1.80,4.12,5.26,2.79
1.83,5.22,0.77,6.28,4.20,0.74,1.79
-0.27,4.22,6.24,2.17,3.08,5.24,0.73
-0.27,4.21,6.29,1.81,5.25,2.92,0.72
6.29,1.92,0.73,4.20,5.26,-0.28,2.80
-0.25,6.27,0.77,3.14,4.15,5.22,1.77
1.92,5.20,2.85,4.21,6.25,0.77,-0.25
-0.27,0.74,4.19,6.29,1.79,5.25,2.90
5.23,3.14,0.75,6.27,4.13,0.74,0.84
0.77,6.26,4.10,3.12,5.27,0.74,0.74
-0.29,5.28,0.74,1.75,3.14,6.29,3.94
-0.26,6.27,1.86,3.15,4.12,5.25,0.73
5.24,0.76,3.13,6.28,4.12,-0.28,1.78
6.27,5.24,0.74,3.19,4.26,-0.28,1.74
-0.28,6.28,0.74,1.76,2.90,5.29,4.04
6.28,5.27,0.71,3.11,4.25,0.73,0.77
-0.28,6.28,0.73,1.80,5.28,4.17,3.11
-0.27,5.22,6.18,2.20,3.12,4.25,0.74
6.27,0.78,1.85,4.23,5.25,-0.27,2.77
-0.26,6.28,2.99,3.00,3.12,5.23,0.73
5.26,4.23,-0.29,4.22,5.24,1.75,0.80
1.81,6.27,-0.28,3.21,5.23,1.81,3.06
0.73,4.15,5.25,2.85,6.29,0.74,0.78
-0.26,6.27,0.73,2.00,5.26,3.86,3.18
1.76,3.01,6.26,4.25,5.22,0.80,-0.27
-0.26,6.28,0.75,3.11,4.09,5.26,1.76
6.29,4.21,0.71,3.20,5.24,0.73,0.78
0.75,4.21,3.04,5.24,6.26,0.75,0.77
6.27,5.27,0.73,3.16,4.21,0.75,0.73
6.26,5.26,0.74,3.14,4.23,0.76,0.74
0.75,6.28,-0.26,4.21,5.23,2.91,1.78
2.81,4.23,3.16,5.26,5.24,0.75,-0.28
-0.27,3.15,0.73,4.24,4.19,4.21,5.22
6.30,1.80,0.74,4.26,5.23,-0.28,2.75
-0.24,6.24,0.77,4.19,5.24,3.10,1.78
1.81,6.26,4.17,3.18,5.24,0.77,-0.27
-0.28,6.29,0.72,1.74,5.26,4.23,3.14
0.75,2.93,5.21,4.24,6.27,0.76,0.76
0.75,3.14,5.21,4.24,6.27,0.75,0.76
5.22,5.19,0.75,4.25,4.18,0.81,0.75
-0.26,5.25,6.26,3.10,4.25,1.76,0.73
-0.27,5.22,5.17,4.24,3.19,3.18,0.74
2.87,6.27,-0.29,5.26,1.88,4.22,0.79
4.20,6.26,1.82,4.24,4.18,0.75,-0.27
5.26,2.91,1.83,6.28,4.17,-0.28,0.75
6.25,1.84,0.83,4.22,5.26,-0.28,2.80
0.75,6.27,2.84,2.89,5.27,0.79,1.77
6.29,5.22,0.72,3.01,4.25,0.74,0.76
0.73,0.77,0.97,6.27,3.13,4.99,4.21
2.91,3.06,6.25,4.26,4.17,0.77,-0.28
4.11,6.30,-0.28,1.85,4.21,2.83,1.77
-0.27,3.15,0.81,6.26,4.03,5.24,1.78
5.25,5.23,-0.29,4.24,4.22,1.77,0.81
2.83,1.88,0.74,5.24,6.29,-0.28,4.17
5.25,6.27,0.74,3.17,4.22,0.76,0.73
0.78,5.24,1.75,2.98,6.28,0.78,2.92
6.29,4.03,0.73,3.19,5.25,0.73,0.75
-0.26,6.29,0.76,2.85,4.22,5.20,1.74
-0.27,1.77,0.84,6.29,2.85,5.21,4.11
-0.27,4.19,6.29,2.84,5.28,1.77,0.72
-0.28,2.84,5.25,4.14,6.28,1.76,0.81
-0.28,6.29,0.74,1.82,5.24,4.23,2.82
4.05,6.30,0.74,1.76,5.26,0.76,1.74
0.80,6.27,0.73,3.13,5.23,1.94,2.84
0.75,3.17,6.25,4.26,5.21,1.81,-0.28
5.17,3.21,0.74,5.25,5.24,0.74,0.85
6.29,3.00,0.72,4.24,5.21,0.73,0.75
4.20,6.27,-0.29,5.25,2.09,2.95,0.78
2.90,5.27,6.24,3.12,3.24,0.74,-0.28
1.80,6.28,4.12,2.96,5.21,0.85,-0.28
3.87,6.28,1.79,4.18,3.09,1.94,-0.28
-0.28,6.29,0.72,1.75,4.26,5.25,2.96
6.25,4.20,1.83,3.15,5.23,0.75,-0.26
1.79,6.25,3.10,4.22,2.07,4.11,-0.27
2.85,6.29,-0.27,4.09,5.21,1.82,0.74
6.29,4.22,0.72,3.22,5.22,0.73,0.76
4.06,6.25,-0.28,5.26,3.20,1.78,0.81
3.05,6.28,2.91,4.03,4.19,0.82,-0.28
-0.27,6.26,3.07,3.09,3.03,5.27,0.73
-0.27,0.75,6.28,4.23,5.25,2.77,1.81
1.77,6.25,-0.24,5.27,2.86,4.19,0.75
0.75,5.25,6.26,3.03,4.23,1.88,-0.28
4.20,6.28,-0.27,4.21,4.21,1.79,0.73
5.24,0.77,6.26,3.20,4.24,-0.29,1.78
4.20,6.26,-0.28,4.24,4.24,1.74,0.79
-0.26,5.25,6.24,3.17,4.16,1.97,0.73
1.75,4.21,6.29,3.04,5.26,0.74,-0.28
6.29,4.23,0.72,1.88,5.27,-0.27,2.79
4.22,6.26,0.75,4.24,4.21,0.74,0.74
6.27,4.20,0.73,3.16,5.25,0.74,0.77
5.25,1.79,0.77,6.29,3.96,-0.27,2.78
6.28,4.21,0.74,3.19,5.23,0.73,0.75
0.73,1.93,6.28,4.23,4.19,4.14,-0.28
5.22,5.26,-0.29,4.18,4.25,1.78,0.82
-0.24,6.29,0.76,3.92,5.21,3.04,1.74
6.27,5.25,-0.29,3.14,4.25,1.76,0.78
-0.27,6.29,5.25,1.76,4.25,3.00,0.72
4.12,6.27,5.20,1.83,3.19,0.80,-0.28
1.77,4.22,6.26,3.23,5.25,0.75,-0.28
6.30,2.94,0.72,4.21,5.25,-0.28,1.75
6.28,4.17,1.83,3.23,5.17,0.73,-0.27
2.82,6.24,-0.25,4.26,5.21,1.83,0.76
6.27,1.83,0.73,4.25,5.26,-0.27,2.79
4.24,6.27,-0.27,4.25,4.10,1.77,0.74
4.20,1.86,2.96,5.26,5.23,-0.27,1.79
1.77,5.21,6.25,3.21,4.22,0.83,-0.28
5.15,6.30,0.72,1.78,4.26,0.76,1.74
6.29,4.15,0.73,3.20,5.26,-0.28,1.79
4.08,4.17,2.91,3.05,5.26,-0.27,1.85
-0.25,6.26,0.75,4.18,4.14,4.20,1.81
-0.26,3.16,6.26,4.21,5.21,1.98,0.73
-0.27,6.27,0.73,2.13,5.25,4.15,3.06
0.73,1.78,0.73,5.27,4.19,1.84,6.29
2.80,6.28,2.98,4.22,4.15,0.80,-0.27
6.29,2.98,0.72,3.18,5.25,-0.27,2.77
1.81,6.27,-0.28,4.25,4.18,2.96,1.82
0.77,6.25,0.74,4.17,5.26,1.79,1.86
6.28,5.23,0.72,3.22,4.22,0.76,0.74
0.75,6.27,-0.29,3.18,4.23,2.87,4.25
0.75,6.30,-0.28,1.89,4.09,5.22,2.79
6.28,1.85,0.74,5.28,4.20,-0.27,2.76
-0.28,6.30,0.73,1.74,5.26,4.22,2.79
5.28,1.89,0.73,6.29,4.14,-0.28,2.76
3.04,6.26,0.76,4.23,4.14,1.79,0.76
6.25,5.25,-0.28,3.21,4.21,1.82,0.75
-0.27,6.27,2.96,3.13,4.19,4.13,0.75
-0.26,5.21,0.75,4.25,2.87,6.28,1.77
5.18,6.28,-0.28,1.84,4.27,1.77,1.78
5.03,2.15,-0.28,6.28,1.94,2.79,3.08
1.77,6.25,4.17,3.00,5.26,0.80,-0.26
1.92,6.26,0.76,4.08,5.27,0.74,1.81
2.94,6.28,0.73,3.10,4.23,1.79,1.79
4.19,6.27,1.77,4.21,4.20,0.78,-0.27
6.27,5.26,-0.28,3.13,4.21,1.79,0.75
6.29,4.18,0.72,3.14,5.24,0.73,0.78
6.28,5.24,0.73,1.88,4.25,0.74,1.77
1.79,0.76,5.21,5.28,5.23,-0.27,2.90
2.82,6.22,3.03,5.24,3.13,0.80,-0.24
-0.24,6.28,0.74,3.11,5.23,2.92,2.80
6.29,4.21,0.72,3.11,5.25,0.75,0.76
5.25,1.85,0.74,6.29,4.07,-0.26,2.79
-0.29,1.91,5.25,2.99,6.26,3.16,1.85
6.25,2.12,0.74,4.23,5.26,-0.28,2.95
3.18,5.23,4.17,3.18,5.25,0.73,-0.27
0.74,5.22,6.29,3.09,4.22,1.78,-0.28
1.78,1.93,0.74,6.28,4.21,0.76,5.21
6.29,4.20,0.73,3.18,5.24,0.74,0.75
-0.28,6.28,0.73,1.93,5.25,4.21,2.88
-0.28,6.28,4.01,0.81,4.20,4.24,1.75
0.77,5.15,-0.27,6.29,1.79,4.22,2.90
6.26,5.26,-0.29,3.24,4.20,1.76,0.76
0.74,6.28,3.12,4.15,4.17,3.11,-0.27
1.83,4.19,1.81,5.27,6.22,0.76,0.77
4.21,6.26,-0.27,4.26,3.12,2.82,0.74
2.83,6.28,0.76,4.22,5.20,0.82,0.73
6.25,3.19,0.75,4.26,5.23,0.73,0.75
6.28,1.82,0.81,4.23,5.23,-0.28,2.76
2.84,6.27,0.76,4.22,4.18,1.89,0.74
5.26,3.21,-0.28,6.27,4.12,1.75,0.77
1.77,6.27,1.84,4.24,4.12,3.00,-0.27
4.23,6.27,-0.28,5.27,2.07,2.79,0.73
5.26,5.25,-0.29,3.23,4.22,1.75,1.88
6.25,5.25,-0.28,3.22,4.21,1.75,0.81
6.28,0.83,2.90,4.25,5.21,-0.28,1.75
2.82,6.28,-0.28,4.23,3.03,4.20,0.74
6.27,5.25,0.72,3.24,4.21,0.74,0.75
1.83,2.07,0.74,6.28,5.18,1.78,2.92
-0.27,6.26,1.79,4.13,5.28,1.77,1.83
2.91,6.28,-0.28,4.24,5.17,1.83,0.76
3.85,5.16,1.80,6.29,1.96,1.79,-0.25
1.76,6.28,1.85,3.19,3.02,5.20,-0.27
3.98,6.26,-0.29,5.27,1.88,3.04,0.79
6.29,3.09,0.75,4.27,5.19,0.73,0.73
0.75,5.27,5.18,4.21,4.19,1.86,-0.27
4.00,5.22,-0.26,6.28,3.16,1.80,0.76
6.24,5.25,0.75,3.21,4.21,0.76,0.74
5.25,3.18,0.74,5.27,5.22,0.74,0.75
3.88,6.29,-0.28,4.22,3.10,2.96,0.79
-0.26,6.29,0.73,2.86,5.27,2.90,2.82
4.20,6.29,-0.28,2.96,4.22,1.78,1.77
5.24,6.29,-0.29,1.90,4.24,1.76,1.76
4.24,6.28,0.74,4.20,4.19,0.76,0.72
4.16,0.71,2.93,6.30,1.83,-0.29,5.23
-0.29,5.21,4.18,0.82,4.26,5.24,1.79
3.07,5.23,1.77,4.25,5.23,0.74,0.77
6.27,5.22,0.72,4.27,3.17,0.74,0.76
-0.26,1.85,2.86,5.26,6.26,0.77,4.07
6.26,5.27,-0.29,2.17,4.24,1.75,1.80
6.26,5.24,0.73,3.22,4.24,0.74,0.76
6.28,3.16,0.76,4.24,5.20,0.73,0.73
3.03,4.20,6.23,3.25,4.22,0.75,-0.28
2.88,4.22,6.25,3.19,4.23,0.76,-0.28
5.22,5.26,-0.29,5.27,2.06,2.82,0.81
5.27,4.18,0.72,6.29,3.11,0.73,0.74
2.87,6.28,1.87,4.13,5.22,0.80,-0.28
4.14,0.77,5.24,6.28,3.06,0.75,0.74
6.26,5.25,-0.28,3.25,4.19,1.75,0.76
2.90,6.27,-0.29,5.26,3.08,2.84,0.92
6.26,5.26,0.73,3.23,4.20,0.76,0.73
-0.28,1.79,0.73,3.08,4.01,6.30,5.20
1.80,6.27,-0.27,4.22,5.21,1.82,1.81
3.99,5.25,0.77,6.28,3.09,0.77,0.73
6.29,4.17,0.72,3.12,5.26,-0.27,1.76
1.77,6.23,3.17,4.24,5.22,0.79,-0.27
5.26,6.27,-0.28,3.24,4.16,1.77,0.75
5.13,2.03,-0.28,6.30,2.99,0.73,4.10
3.15,6.24,1.80,4.26,3.06,2.87,-0.28
6.29,4.21,0.72,3.16,5.25,0.73,0.76
2.88,6.27,-0.25,4.19,3.09,4.20,0.73
5.26,5.27,-0.29,4.25,4.18,1.75,0.75
2.78,0.77,2.93,6.29,5.23,-0.27,2.87
4.17,0.77,4.86,6.30,1.84,0.75,1.76
6.28,2.11,3.03,4.14,5.26,-0.28,0.73
3.06,0.74,3.13,6.28,3.13,-0.28,5.17
2.93,5.23,0.75,5.26,5.23,0.77,0.76
2.84,6.27,0.76,4.20,5.27,0.73,0.76
-0.25,6.26,4.10,3.23,5.22,1.82,0.73
1.81,3.99,0.79,6.29,5.18,0.75,1.77
4.11,6.28,0.75,4.23,4.20,0.76,0.73
5.21,6.29,0.73,1.86,4.25,0.75,1.75
1.79,5.20,-0.22,6.28,4.13,1.82,1.77
5.26,6.27,1.79,3.14,4.23,0.74,-0.28
4.23,4.20,2.87,5.27,4.18,0.74,-0.28
6.28,3.16,0.73,5.28,4.15,0.73,0.73
4.09,5.22,0.81,5.26,4.15,0.77,0.75
0.75,3.18,1.77,4.19,6.29,-0.27,5.20
2.87,2.96,5.18,6.28,3.17,0.77,-0.27
0.76,6.26,3.00,4.25,5.21,1.81,-0.27
5.24,5.26,-0.29,4.25,4.17,1.78,0.81
6.29,5.25,0.72,3.18,4.24,0.73,0.74
6.28,2.94,0.72,4.13,5.27,-0.26,1.78
2.87,6.29,-0.27,2.91,5.22,2.95,0.74
2.80,1.88,0.74,6.28,4.23,-0.27,5.22
2.77,6.25,1.96,4.26,5.22,0.78,-0.27
4.05,0.74,4.16,6.29,4.18,-0.28,1.86
6.29,1.92,0.72,4.26,5.23,-0.27,2.77
4.15,6.26,-0.25,4.26,4.16,1.81,0.73
5.24,5.28,-0.28,3.17,4.23,1.74,1.79
0.75,6.26,1.75,4.22,5.28,-0.26,2.89
